owner,repo,filename,path
MarkEdmondson1234,googleMeasureR,NAMESPACE,NAMESPACE
MarkEdmondson1234,googleAuthR,NAMESPACE,NAMESPACE
MarkEdmondson1234,googleAnalyticsR,NAMESPACE,NAMESPACE
MarkEdmondson1234,stripeR,NAMESPACE,NAMESPACE
MarkEdmondson1234,googleLanguageR,NAMESPACE,NAMESPACE
MarkEdmondson1234,autoGoogleAPI,NAMESPACE,googleyoutubeAnalyticsv1.auto/NAMESPACE
MarkEdmondson1234,autoGoogleAPI,NAMESPACE,googleyoutubeAnalyticsv1beta1.auto/NAMESPACE
MarkEdmondson1234,autoGoogleAPI,NAMESPACE,googleyoutubev3.auto/NAMESPACE
MarkEdmondson1234,autoGoogleAPI,NAMESPACE,googlevisionv1.auto/NAMESPACE
MarkEdmondson1234,autoGoogleAPI,NAMESPACE,googletracingv1.auto/NAMESPACE
MarkEdmondson1234,autoGoogleAPI,NAMESPACE,googletoolresultsv1beta3.auto/NAMESPACE
MarkEdmondson1234,autoGoogleAPI,NAMESPACE,googletoolresultsv1beta3firstparty.auto/NAMESPACE
MarkEdmondson1234,autoGoogleAPI,NAMESPACE,googlesurveysv2.auto/NAMESPACE
MarkEdmondson1234,autoGoogleAPI,NAMESPACE,googlestoragev1.auto/NAMESPACE
MarkEdmondson1234,autoGoogleAPI,NAMESPACE,googlespannerv1.auto/NAMESPACE
MarkEdmondson1234,autoGoogleAPI,NAMESPACE,googlespeechv1beta1.auto/NAMESPACE
MarkEdmondson1234,autoGoogleAPI,NAMESPACE,googlesqladminv1beta4.auto/NAMESPACE
MarkEdmondson1234,autoGoogleAPI,NAMESPACE,googlesourcerepov1.auto/NAMESPACE
MarkEdmondson1234,autoGoogleAPI,NAMESPACE,googleslidesv1.auto/NAMESPACE
MarkEdmondson1234,autoGoogleAPI,NAMESPACE,googleserviceuserv1.auto/NAMESPACE
MarkEdmondson1234,autoGoogleAPI,NAMESPACE,googlesheetsv4.auto/NAMESPACE
MarkEdmondson1234,autoGoogleAPI,NAMESPACE,googleresellerv1.auto/NAMESPACE
MarkEdmondson1234,autoGoogleAPI,NAMESPACE,googleruntimeconfigv1beta1.auto/NAMESPACE
MarkEdmondson1234,autoGoogleAPI,NAMESPACE,googleservicemanagementv1.auto/NAMESPACE
MarkEdmondson1234,autoGoogleAPI,NAMESPACE,googleservicecontrolv1.auto/NAMESPACE
MarkEdmondson1234,autoGoogleAPI,NAMESPACE,googleruntimeconfigv1.auto/NAMESPACE
MarkEdmondson1234,autoGoogleAPI,NAMESPACE,googlesearchconsolev1.auto/NAMESPACE
MarkEdmondson1234,autoGoogleAPI,NAMESPACE,googlepubsubv1.auto/NAMESPACE
MarkEdmondson1234,autoGoogleAPI,NAMESPACE,googlepeoplev1.auto/NAMESPACE
MarkEdmondson1234,autoGoogleAPI,NAMESPACE,googleplaymoviespartnerv1.auto/NAMESPACE
MarkEdmondson1234,autoGoogleAPI,NAMESPACE,googleloggingv2beta1.auto/NAMESPACE
MarkEdmondson1234,autoGoogleAPI,NAMESPACE,googlemanufacturersv1.auto/NAMESPACE
MarkEdmondson1234,autoGoogleAPI,NAMESPACE,googlemlv1beta1.auto/NAMESPACE
MarkEdmondson1234,autoGoogleAPI,NAMESPACE,googlegmailv1.auto/NAMESPACE
MarkEdmondson1234,autoGoogleAPI,NAMESPACE,googlelanguagev1.auto/NAMESPACE
MarkEdmondson1234,autoGoogleAPI,NAMESPACE,googlelanguagev1beta1.auto/NAMESPACE
MarkEdmondson1234,autoGoogleAPI,NAMESPACE,googleloggingv2.auto/NAMESPACE
MarkEdmondson1234,autoGoogleAPI,NAMESPACE,googleidentitytoolkitv3.auto/NAMESPACE
MarkEdmondson1234,autoGoogleAPI,NAMESPACE,googleiamv1.auto/NAMESPACE
MarkEdmondson1234,autoGoogleAPI,NAMESPACE,googlegenomicsv1.auto/NAMESPACE
MarkEdmondson1234,autoGoogleAPI,NAMESPACE,googlegenomicsv1alpha2.auto/NAMESPACE
MarkEdmondson1234,autoGoogleAPI,NAMESPACE,googlefirebasedynamiclinksv1.auto/NAMESPACE
MarkEdmondson1234,autoGoogleAPI,NAMESPACE,googledrivev2.auto/NAMESPACE
MarkEdmondson1234,autoGoogleAPI,NAMESPACE,googledoubleclickbidmanagerv1.auto/NAMESPACE
MarkEdmondson1234,autoGoogleAPI,NAMESPACE,googledrivev3.auto/NAMESPACE
MarkEdmondson1234,autoGoogleAPI,NAMESPACE,googledfareportingv27.auto/NAMESPACE
MarkEdmondson1234,autoGoogleAPI,NAMESPACE,googledeploymentmanageralpha.auto/NAMESPACE
MarkEdmondson1234,autoGoogleAPI,NAMESPACE,googledeploymentmanagerv2.auto/NAMESPACE
MarkEdmondson1234,autoGoogleAPI,NAMESPACE,googledataprocv1alpha1.auto/NAMESPACE
MarkEdmondson1234,autoGoogleAPI,NAMESPACE,googledataprocv1beta1.auto/NAMESPACE
MarkEdmondson1234,autoGoogleAPI,NAMESPACE,googledataprocv1.auto/NAMESPACE
MarkEdmondson1234,autoGoogleAPI,NAMESPACE,googledataflowv1b3.auto/NAMESPACE
MarkEdmondson1234,autoGoogleAPI,NAMESPACE,googlecontainerv1.auto/NAMESPACE
MarkEdmondson1234,autoGoogleAPI,NAMESPACE,googlecontentv2.auto/NAMESPACE
MarkEdmondson1234,autoGoogleAPI,NAMESPACE,googlecomputev1.auto/NAMESPACE
