repo,path,name
zji90/SCRATdatamm9,NAMESPACE,NAMESPACE
chenglinli/chemical_mutagenesis,NAMESPACE,NAMESPACE
rgcstats/distance.sample.size,NAMESPACE,NAMESPACE
inbo/n2kanalysis,NAMESPACE,NAMESPACE
carlopacioni/WPdata,NAMESPACE,NAMESPACE
cmdcolin/shinytemplate,NAMESPACE,NAMESPACE
hplieninger/stylesim,NAMESPACE,NAMESPACE
isdata-org/what-links-to-what,CodeLinkR/NAMESPACE,NAMESPACE
markheckmann/mapster,NAMESPACE,NAMESPACE
clayford/bme,NAMESPACE,NAMESPACE
ngocbd/Rsoup,Rsoup/NAMESPACE,NAMESPACE
ngscript/caucho-mirror,modules/resin/src/com/caucho/resin/namespace,namespace
mdlincoln/ulanrdb,NAMESPACE,NAMESPACE
ngscript/caucho-mirror,modules/webbeans/src/ee/namespace,namespace
zedoul/cbar_temp,NAMESPACE,NAMESPACE
project-draco-hr/drools,drools-compiler_src_test_java_org_drools_compiler_kproject_KProjectTestClassImpl.java/[CN]/KProjectTestClassImpl/[FE]/namespace,namespace
project-draco-hr/drools,drools-core_src_main_java_org_drools_core_rule_Function.java/[CN]/Function/[FE]/namespace,namespace
project-draco-hr/drools,drools-core_src_main_java_org_drools_core_rule_WindowDeclaration.java/[CN]/WindowDeclaration/[FE]/namespace,namespace
project-draco-hr/drools,drools-compiler_src_main_java_org_drools_compiler_compiler_AnnotationDeclarationError.java/[CN]/AnnotationDeclarationError/[FE]/namespace,namespace
project-draco-hr/drools,drools-compiler_src_main_java_org_drools_compiler_compiler_DroolsErrorWrapper.java/[CN]/DroolsErrorWrapper/[FE]/namespace,namespace
project-draco-hr/drools,drools-compiler_src_main_java_org_drools_compiler_compiler_FactTemplateError.java/[CN]/FactTemplateError/[FE]/namespace,namespace
project-draco-hr/drools,drools-compiler_src_main_java_org_drools_compiler_compiler_FieldTemplateError.java/[CN]/FieldTemplateError/[FE]/namespace,namespace
project-draco-hr/drools,drools-compiler_src_main_java_org_drools_compiler_compiler_ParserError.java/[CN]/ParserError/[FE]/namespace,namespace
project-draco-hr/drools,drools-compiler_src_main_java_org_drools_compiler_compiler_SerializableDroolsError.java/[CN]/SerializableDroolsError/[FE]/namespace,namespace
project-draco-hr/drools,drools-compiler_src_main_java_org_drools_compiler_compiler_TypeDeclarationError.java/[CN]/TypeDeclarationError/[FE]/namespace,namespace
project-draco-hr/drools,drools-compiler_src_main_java_org_drools_compiler_lang_descr_BaseDescr.java/[CN]/BaseDescr/[FE]/namespace,namespace
project-draco-hr/drools,drools-compiler_src_main_java_org_drools_compiler_lang_descr_QualifiedName.java/[CN]/QualifiedName/[FE]/namespace,namespace
nmor487/3dforcenetworktpm,NAMESPACE,NAMESPACE
snarles/introStatML,NAMESPACE,NAMESPACE
DerekYves/placement,NAMESPACE,NAMESPACE
