repo,path,name
qball/Lexington,description,description
kevbrn/first_app,OLDgit/description,description
samara-university/labs,misc/m2parse/src/main/resources/DESCRIPTION,DESCRIPTION
niroj/iStockPainting,description,description
smc77/rwebvis,DESCRIPTION,DESCRIPTION
bwlewis/lazy.frame,DESCRIPTION,DESCRIPTION
zauster/npExact-deprecated,npExact/DESCRIPTION,DESCRIPTION
rpombo/railsinstaller_demo,Git/share/git-core/templates/description,description
cjohansen/libdolt,test/fixtures/dolt-test-repo.git/description,description
jrnold/DBIExtras,DESCRIPTION,DESCRIPTION
andrie/sentiment,DESCRIPTION,DESCRIPTION
larrykvit/quadcopter_flight_software,oldgit/description,description
suspendmode/glenmore-mvcs,glenmore-mvcs/description,description
wch/s4-union,DESCRIPTION,DESCRIPTION
rubyunworks/autoload,var/description,description
raphaelgmelo/remotecontrol,remotecontrol.git/description,description
HaveF/dev-cookbook,.description,.description
bitlabstudio/django-generic-positions,DESCRIPTION,DESCRIPTION
wch/shiny-slickgrid,DESCRIPTION,DESCRIPTION
s-u/unixtools,DESCRIPTION,DESCRIPTION
jaynal83/edeR,DESCRIPTION,DESCRIPTION
imazen/repositext,spec/git_test/repo_images/rt-english/dot_git/description,description
imazen/repositext,spec/git_test/repo_images/rt-spanish/dot_git/description,description
imazen/repositext,spec/git_test/repo_images/static/dot_git/description,description
imazen/repositext,spec/git_test/repo_images/static_remote/dot_git/description,description
project-draco-hr/consulo,platform_lang-impl_src_com_intellij_codeInspection_offlineViewer_OfflineViewParseUtil.java/[CN]/OfflineViewParseUtil/[FE]/DESCRIPTION,DESCRIPTION
project-draco-hr/consulo,platform_lang-impl_src_com_intellij_patterns_compiler_PatternClassBean.java/[CN]/PatternClassBean/[FE]/description,description
project-draco-hr/consulo,platform_lang-impl_src_com_intellij_tools_ToolsProcessor.java/[CN]/ToolsProcessor/[FE]/DESCRIPTION,DESCRIPTION
project-draco-hr/consulo,platform_lang-api_src_com_intellij_psi_PsiReferenceProviderBean.java/[CN]/PsiReferenceProviderBean/[FE]/description,description
project-draco-hr/consulo,platform_lang-impl_src_com_intellij_codeInsight_template_impl_TemplateSettings.java/[CN]/TemplateSettings/[FE]/DESCRIPTION,DESCRIPTION
