repo,path,name
kuuyee/otto,appfile/test-fixtures/compile-deps-git/child/DOTgit/description,description
ricardoochoa/enigh2010,DESCRIPTION,DESCRIPTION
ronin13/Zsh,Completion/Base/Core/_description,_description
reidjf/mirnaAnnotationTools,databases/mirbase/MIRBASE.DB/DESCRIPTION,DESCRIPTION
reidjf/mirnaAnnotationTools,databases/targetscan.Hs.eg/TARGETSCAN.HS.EG.DB/DESCRIPTION,DESCRIPTION
reidjf/mirnaAnnotationTools,databases/targetscan.Mm.eg/TARGETSCAN.MM.EG.DB/DESCRIPTION,DESCRIPTION
simcop2387/Farnsworth,subprojs/oldfrink/chroot/samples/description,description
simcop2387/Farnsworth,subprojs/oldfrink/description,description
bdpiparva/gsu,common/test-resources/unit/data/git/foo-branch.git/description,description
bdpiparva/gsu,common/test-resources/unit/data/git/git-3-revisions.git/description,description
bdpiparva/gsu,common/test-resources/unit/data/git/referenced-submodule.git/description,description
bdpiparva/gsu,common/test-resources/unit/data/git/with-submodules.git/description,description
tshmak/General,DESCRIPTION,DESCRIPTION
TimothyKBook/rutilstb,DESCRIPTION,DESCRIPTION
svenhalvorson/AdvancedR.notes,DESCRIPTION,DESCRIPTION
drahosp/PaPP,toolchain/share/git-core/templates/description,description
filmor/star,examples/sample_song.star/description,description
guillermo/ginst,vendor/plugins/grit/test/dot_git/description,description
guillermo/ginst,vendor/plugins/grit/test/dot_git_clone/description,description
guillermo/ginst,vendor/plugins/grit/test/dot_git_clone2/description,description
guillermo/ginst,vendor/plugins/grit/test/dot_git_iv2/description,description
smc77/MachineLearningLectures,r/stanford.machine.learning/DESCRIPTION,DESCRIPTION
duncantl/RKMLDevice,DESCRIPTION,DESCRIPTION
prashiddhajoshi/Splitter-robot,ruby-debug/ruby/1.9.1/cache/bundler/git/ffmpeg-9c34e760fce270a29f02da6f3f0986af727ff51c/description,description
rubyunworks/jam,meta/description,description
rubyworks/finder,work/deprecated/ruby/description,description
kheimerl/VBTS,wakeupRadio/DESCRIPTION,DESCRIPTION
lamatsujun/co-worker,description,description
katenambiar/pmpa,DESCRIPTION,DESCRIPTION
syleam/mrp_maintenance,.description,.description
