repo,path,name
ayanoo/sqale-stocktag,vendor/bundle/ruby/2.3.0/cache/bundler/git/chartkick-bf36ceee6c088d465eee02bafafa3dba24cc04b8/description,description
zzawadz/factorMerger,DESCRIPTION,DESCRIPTION
NOllAl/diaggnosticplots,DESCRIPTION,DESCRIPTION
vasanthgx/ismbTweetAnalysis,DESCRIPTION,DESCRIPTION
DJCAD/Anna-Bezani,idea2/Description,Description
DJCAD/Anna-Bezani,1st_idea/Description,Description
DJCAD/Anna-Bezani,idea3/Description,Description
betakoza/mydemo,mingw64/share/git-core/templates/description,description
IFIproteomics/E2Predictor,DESCRIPTION,DESCRIPTION
agolubovicnn/sample_app2,path/ruby/2.0.0/cache/bundler/git/database_cleaner-b24a9459ef45b985266c5e787112f8b3a49af4b4/description,description
tonym415/ISIB_Aug26,description,description
maurermatthias/master,par.reg/DESCRIPTION,DESCRIPTION
KhagayN/bamUtilsPass,DESCRIPTION,DESCRIPTION
gaow/mnmashr,DESCRIPTION,DESCRIPTION
cwickham/munsell,DESCRIPTION,DESCRIPTION
rubyworks/bicrypt,var/description,description
rafalrusin/xmlbeansxx,description,description
shayhayes/SPEEDHORSE,lib/ezc/EventLog/DESCRIPTION,DESCRIPTION
shayhayes/SPEEDHORSE,lib/ezc/EventLogDatabaseTiein/DESCRIPTION,DESCRIPTION
shayhayes/SPEEDHORSE,lib/ezc/Execution/DESCRIPTION,DESCRIPTION
shayhayes/SPEEDHORSE,lib/ezc/Feed/DESCRIPTION,DESCRIPTION
shayhayes/SPEEDHORSE,lib/ezc/File/DESCRIPTION,DESCRIPTION
shayhayes/SPEEDHORSE,lib/ezc/Graph/DESCRIPTION,DESCRIPTION
shayhayes/SPEEDHORSE,lib/ezc/GraphDatabaseTiein/DESCRIPTION,DESCRIPTION
shayhayes/SPEEDHORSE,lib/ezc/ImageAnalysis/DESCRIPTION,DESCRIPTION
shayhayes/SPEEDHORSE,lib/ezc/ImageConversion/DESCRIPTION,DESCRIPTION
shayhayes/SPEEDHORSE,lib/ezc/Mail/DESCRIPTION,DESCRIPTION
shayhayes/SPEEDHORSE,lib/ezc/MvcAuthenticationTiein/DESCRIPTION,DESCRIPTION
shayhayes/SPEEDHORSE,lib/ezc/MvcFeedTiein/DESCRIPTION,DESCRIPTION
shayhayes/SPEEDHORSE,lib/ezc/MvcMailTiein/DESCRIPTION,DESCRIPTION
