repo,path,name
POgawa/restaurant-rater-ember.js,node_modules/ember-cli/node_modules/git-repo-info/tests/fixtures/tagged-commit-unpacked/dot-git/description,description
krlmlr/dplyr.summarize.dt,DESCRIPTION,DESCRIPTION
mbask/pluviometer,DESCRIPTION,DESCRIPTION
thomasvangurp/epiGBS,RnBeads/RnBeads/DESCRIPTION,DESCRIPTION
thomasvangurp/epiGBS,RnBeads/r-packages/RnBeads/DESCRIPTION,DESCRIPTION
POgawa/restaurant-rater-ember.js,node_modules/ember-cli-app-version/node_modules/git-repo-version/node_modules/git-repo-info/tests/fixtures/tagged-annotated/dot-git/description,description
POgawa/restaurant-rater-ember.js,node_modules/ember-cli-app-version/node_modules/git-repo-version/node_modules/git-repo-info/tests/fixtures/tagged-commit-unpacked/dot-git/description,description
stevensuting/demo,DESCRIPTION,DESCRIPTION
WOODDREAM/GG,test/dot_git/description,description
WOODDREAM/GG,test/dot_git_clone/description,description
WOODDREAM/GG,test/dot_git_clone2/description,description
WOODDREAM/GG,test/dot_git_iv2/description,description
Lykela/nwn2gui,nwn2gui/Description,Description
DrumSergio/RePub,DESCRIPTION,DESCRIPTION
SmithCollege-SDS/sds,DESCRIPTION,DESCRIPTION
fionce/test,TrainingJunit/description,description
Ceda/atom-config,packages/merge-conflicts/spec/fixtures/irebasing.git/description,description
Ceda/atom-config,packages/merge-conflicts/spec/fixtures/merging.git/description,description
Ceda/atom-config,packages/merge-conflicts/spec/fixtures/rebasing.git/description,description
Ceda/atom-config,packages/pigments/spec/fixtures/project-with-gitignore/git.git/description,description
crukci-bioinformatics/prostateCancerVarambally,DESCRIPTION,DESCRIPTION
xxblancxx/KanbanBoard,KanbanBoard_2/description,description
xxblancxx/KanbanBoard,description,description
wTendera/shell,description,description
shwetapurushe/D3ScatterPlot,DESCRIPTION,DESCRIPTION
thomasherpin/Testunitaire,FileSystem/description,description
geekman1/eva_package,DESCRIPTION,DESCRIPTION
caphodel/jui,description,description
mrcsparker/timber,DESCRIPTION,DESCRIPTION
mrcsparker/timber,packrat/lib/x86_64-apple-darwin15.0.0/3.2.2/R6/DESCRIPTION,DESCRIPTION
