repo,path,name
project-draco-hr/consulo,platform_analysis-impl_src_com_intellij_codeInsight_daemon_impl_HighlightInfo.java/[CN]/HighlightInfo/[FE]/description,description
project-draco-hr/consulo,platform_core-api_src_com_intellij_ide_plugins_PluginBean.java/[CN]/PluginBean/[FE]/description,description
project-draco-hr/consulo,platform_platform-impl_src_com_intellij_ui_win_Task.java/[CN]/Task/[FE]/description,description
project-draco-hr/consulo,platform_platform-impl_src_consulo_ide_plugins_PluginJsonNode.java/[CN]/PluginJsonNode/[FE]/description,description
project-draco-hr/consulo,platform_platform-impl_src_com_intellij_errorreport_bean_ErrorBean.java/[CN]/ErrorBean/[FE]/description,description
project-draco-hr/consulo,platform_platform-impl_src_com_intellij_ide_plugins_PluginNode.java/[CN]/PluginNode/[FE]/description,description
project-draco-hr/consulo,platform_platform-impl_src_com_intellij_internal_statistic_connect_StatisticsResult.java/[CN]/StatisticsResult/[FE]/description,description
project-draco-hr/consulo,platform_platform-impl_src_com_intellij_openapi_actionSystem_impl_ActionManagerImpl.java/[CN]/ActionManagerImpl/[FE]/DESCRIPTION,DESCRIPTION
project-draco-hr/consulo,platform_vcs-api_src_com_intellij_openapi_vcs_ChangeListColumn.java/[CN]/ChangeListColumn/[FE]/DESCRIPTION,DESCRIPTION
project-draco-hr/consulo,platform_vcs-impl_src_com_intellij_openapi_vcs_changes_shelf_ShelvedChangeList.java/[CN]/ShelvedChangeList/[FE]/DESCRIPTION,DESCRIPTION
kamleshbelote/TestProject,description,description
jtleek/rfitbit,DESCRIPTION,DESCRIPTION
rstudio/shiny-examples,001-hello/DESCRIPTION,DESCRIPTION
rstudio/shiny-examples,002-text/DESCRIPTION,DESCRIPTION
rstudio/shiny-examples,003-reactivity/DESCRIPTION,DESCRIPTION
rstudio/shiny-examples,004-mpg/DESCRIPTION,DESCRIPTION
rstudio/shiny-examples,005-sliders/DESCRIPTION,DESCRIPTION
rstudio/shiny-examples,006-tabsets/DESCRIPTION,DESCRIPTION
rstudio/shiny-examples,007-widgets/DESCRIPTION,DESCRIPTION
rstudio/shiny-examples,008-html/DESCRIPTION,DESCRIPTION
rstudio/shiny-examples,009-upload/DESCRIPTION,DESCRIPTION
rstudio/shiny-examples,010-download/DESCRIPTION,DESCRIPTION
rstudio/shiny-examples,011-timer/DESCRIPTION,DESCRIPTION
rstudio/shiny-examples,012-datatables/DESCRIPTION,DESCRIPTION
rstudio/shiny-examples,013-selectize/DESCRIPTION,DESCRIPTION
rstudio/shiny-examples,014-onflushed/DESCRIPTION,DESCRIPTION
rstudio/shiny-examples,015-layout-navbar/DESCRIPTION,DESCRIPTION
rstudio/shiny-examples,015-layout-sidebar/DESCRIPTION,DESCRIPTION
rstudio/shiny-examples,016-knitr-pdf/DESCRIPTION,DESCRIPTION
rstudio/shiny-examples,017-select-vs-selectize/DESCRIPTION,DESCRIPTION
