repo,path,name
harrysouthworth/dmhelp,DESCRIPTION,DESCRIPTION
srikhs/cs587,myProgram-standalone/server/rootfs/types/spec/em/Description,Description
Love-R/perhonen,DESCRIPTION,DESCRIPTION
ovoscorpio/android-app-dev,ChromeAppWithPolymer/bower_components/.bower-git/description,description
ovoscorpio/android-app-dev,WebAppWithPolymer/bower_components/.bower-git/description,description
adbrown13/404labs,cmput297.git/description,description
justiceo/weather,Description,Description
RajeshSuresh/datasciencecoursera,win-library/3.1/RCurl/DESCRIPTION,DESCRIPTION
RajeshSuresh/datasciencecoursera,win-library/3.1/bitops/DESCRIPTION,DESCRIPTION
RajeshSuresh/datasciencecoursera,win-library/3.1/digest/DESCRIPTION,DESCRIPTION
RajeshSuresh/datasciencecoursera,win-library/3.1/manipulate/DESCRIPTION,DESCRIPTION
RajeshSuresh/datasciencecoursera,win-library/3.1/rJava/DESCRIPTION,DESCRIPTION
RajeshSuresh/datasciencecoursera,win-library/3.1/rstudio/DESCRIPTION,DESCRIPTION
RajeshSuresh/datasciencecoursera,win-library/3.1/stringr/DESCRIPTION,DESCRIPTION
RajeshSuresh/datasciencecoursera,win-library/3.1/xlsx/DESCRIPTION,DESCRIPTION
RajeshSuresh/datasciencecoursera,win-library/3.1/xlsxjars/DESCRIPTION,DESCRIPTION
MGuellil/rNGS,DESCRIPTION,DESCRIPTION
tkonopka/Rpipelines,DESCRIPTION,DESCRIPTION
mkanai/deFinetti,DESCRIPTION,DESCRIPTION
sinanshi/LPJmL_RUtil,DESCRIPTION,DESCRIPTION
Marc-van-Leeuwen/cwebx,Description,Description
aidanoneill/final2,DESCRIPTION,DESCRIPTION
ruthno/portfolio,path/ruby/2.2.0/cache/bundler/git/unslider-rails-c707a6ac34c6cd20369ccce49d6df09adc8ec473/description,description
HenrikBengtsson/calmate,DESCRIPTION,DESCRIPTION
enriqueramos/imaRtools,DESCRIPTION,DESCRIPTION
danielg7/rFEMO,DESCRIPTION,DESCRIPTION
ianknauer/Clio_app,description,description
jeremiaheb/analysisready,analysisready/DESCRIPTION,DESCRIPTION
ludo12/gerardus,cpp/src/third-party/Ipopt-3.11.6/Ipopt/contrib/RInterface/DESCRIPTION,DESCRIPTION
jstaf/actmon,DESCRIPTION,DESCRIPTION
